OM	w
0.015682128	-0.372046310
0.015686463	-0.376376588
0.015690798	-0.380706866
0.015695133	-0.385037144
0.015699468	-0.389367422
0.015703803	-0.393697700
0.015708138	-0.398027978
0.015712474	-0.402358256
0.016950866	-0.350390102
0.016955201	-0.354720381
0.016959536	-0.359050659
0.016963871	-0.363380937
0.016968206	-0.367711215
0.016972541	-0.372041493
0.016976876	-0.376371771
0.016981211	-0.380702049
0.016985546	-0.385032327
0.016989882	-0.389362605
0.016994217	-0.393692883
0.016998552	-0.398023161
0.017002887	-0.402353440
0.018241279	-0.350385286
0.018245614	-0.354715564
0.018249949	-0.359045842
0.018254284	-0.363376120
0.018258619	-0.367706398
0.018262954	-0.372036676
0.018267289	-0.376366954
0.018271625	-0.380697232
0.018275960	-0.385027510
0.018280295	-0.389357788
0.018284630	-0.393688067
0.018288965	-0.398018345
0.018293300	-0.402348623
0.018297635	-0.406678901
0.019531692	-0.350380469
0.019536027	-0.354710747
0.019540362	-0.359041025
0.019544697	-0.363371303
0.019549033	-0.367701581
0.019553368	-0.372031859
0.019557703	-0.376362137
0.019562038	-0.380692416
0.019566373	-0.385022694
0.019570708	-0.389352972
0.019575043	-0.393683250
0.019579378	-0.398013528
0.019583713	-0.402343806
0.019588048	-0.406674084
0.019592383	-0.411004362
0.020826440	-0.354705930
0.020830776	-0.359036208
0.020835111	-0.363366486
0.020839446	-0.367696764
0.020843781	-0.372027043
0.020848116	-0.376357321
0.020852451	-0.380687599
0.020856786	-0.385017877
0.020861121	-0.389348155
0.020865456	-0.393678433
0.020869791	-0.398008711
0.020874127	-0.402338989
0.020878462	-0.406669267
0.020882797	-0.410999545
0.022116854	-0.354701113
0.022121189	-0.359031392
0.022125524	-0.363361670
0.022129859	-0.367691948
0.022134194	-0.372022226
0.022138529	-0.376352504
0.022142864	-0.380682782
0.022147199	-0.385013060
0.022151534	-0.389343338
0.022155870	-0.393673616
0.022160205	-0.398003894
0.022164540	-0.402334172
0.022168875	-0.406664451
0.022173210	-0.410994729
0.022177545	-0.415325007
0.023407267	-0.354696297
0.023411602	-0.359026575
0.023415937	-0.363356853
0.023420272	-0.367687131
0.023424607	-0.372017409
