OM	w
0.203212552	-0.791384853
0.203216887	-0.795715131
0.203221222	-0.800045409
0.203225557	-0.804375687
0.203229892	-0.808705965
0.203234227	-0.813036243
0.203238562	-0.817366522
0.203242897	-0.821696800
0.203247233	-0.826027078
0.203251568	-0.830357356
0.203255903	-0.834687634
0.203260238	-0.839017912
0.203264573	-0.843348190
0.203268908	-0.847678468
0.203273243	-0.852008746
0.203277578	-0.856339024
0.203281913	-0.860669303
0.203286248	-0.864999581
0.203290583	-0.869329859
0.203294919	-0.873660137
0.203299254	-0.877990415
0.203303589	-0.882320693
0.203307924	-0.886650971
0.203312259	-0.890981249
0.203316594	-0.895311527
0.203320929	-0.899641805
0.204225519	-0.514242238
0.204229854	-0.518572516
0.204234189	-0.522902794
0.204238524	-0.527233072
0.204242859	-0.531563350
0.204247194	-0.535893629
0.204251529	-0.540223907
0.204255865	-0.544554185
0.204260200	-0.548884463
0.204264535	-0.553214741
0.204268870	-0.557545019
0.204273205	-0.561875297
0.204277540	-0.566205575
0.204281875	-0.570535853
0.204286210	-0.574866131
0.204290545	-0.579196410
0.204294880	-0.583526688
0.204299216	-0.587856966
0.204303551	-0.592187244
0.204307886	-0.596517522
0.204312221	-0.600847800
0.204316556	-0.605178078
0.204320891	-0.609508356
0.204325226	-0.613838634
0.204329561	-0.618168912
0.204333896	-0.622499190
0.204338231	-0.626829469
0.204342566	-0.631159747
0.204346902	-0.635490025
0.204351237	-0.639820303
0.204355572	-0.644150581
0.204359907	-0.648480859
0.204364242	-0.652811137
0.204368577	-0.657141415
0.204372912	-0.661471693
0.204377247	-0.665801971
0.204381582	-0.670132250
0.204385917	-0.674462528
0.204390253	-0.678792806
0.204394588	-0.683123084
0.204398923	-0.687453362
0.204403258	-0.691783640
0.204407593	-0.696113918
0.204411928	-0.700444196
0.204416263	-0.704774474
0.204420598	-0.709104752
0.204424933	-0.713435030
0.204429268	-0.717765309
0.204433603	-0.722095587
0.204437939	-0.726425865
0.204442274	-0.730756143
0.204446609	-0.735086421
0.204450944	-0.739416699
0.204455279	-0.743746977
0.204459614	-0.748077255
0.204463949	-0.752407533
0.204468284	-0.756737811
0.204472619	-0.761068090
0.204476954	-0.765398368
0.204481290	-0.769728646
0.204485625	-0.774058924
0.204489960	-0.778389202
0.204494295	-0.782719480
0.204498630	-0.787049758
0.204502965	-0.791380036
0.204507300	-0.795710314
0.204511635	-0.800040592
0.204515970	-0.804370870
0.204520305	-0.808701149
0.204524640	-0.813031427
0.204528976	-0.817361705
0.204533311	-0.821691983
0.204537646	-0.826022261
0.204541981	-0.830352539
0.204546316	-0.834682817
0.204550651	-0.839013095
0.204554986	-0.843343373
0.204559321	-0.847673651
0.204563656	-0.852003930
0.204567991	-0.856334208
0.204572327	-0.860664486
0.204576662	-0.864994764
0.204580997	-0.869325042
0.204585332	-0.873655320
0.204589667	-0.877985598
0.204594002	-0.882315876
0.204598337	-0.886646154
0.204602672	-0.890976432
0.204607007	-0.895306711
0.204611342	-0.899636989
0.204615677	-0.903967267
0.205515932	-0.514237421
0.205520267	-0.518567699
0.205524602	-0.522897978
0.205528937	-0.527228256
0.205533273	-0.531558534
0.205537608	-0.535888812
0.205541943	-0.540219090
0.205546278	-0.544549368
0.205550613	-0.548879646
0.205554948	-0.553209924
0.205559283	-0.557540202
0.205563618	-0.561870480
0.205567953	-0.566200758
0.205572288	-0.570531037
0.205576623	-0.574861315
0.205580959	-0.579191593
0.205585294	-0.583521871
0.205589629	-0.587852149
0.205593964	-0.592182427
0.205598299	-0.596512705
0.205602634	-0.600842983
0.205606969	-0.605173261
0.205611304	-0.609503539
0.205615639	-0.613833818
0.205619974	-0.618164096
0.205624310	-0.622494374
0.205628645	-0.626824652
0.205632980	-0.631154930
0.205637315	-0.635485208
0.205641650	-0.639815486
0.205645985	-0.644145764
0.205650320	-0.648476042
0.205654655	-0.652806320
0.205658990	-0.657136598
0.205663325	-0.661466877
0.205667660	-0.665797155
0.205671996	-0.670127433
0.205676331	-0.674457711
0.205680666	-0.678787989
0.205685001	-0.683118267
0.205689336	-0.687448545
0.205693671	-0.691778823
0.205698006	-0.696109101
0.205702341	-0.700439379
0.205706676	-0.704769658
0.205711011	-0.709099936
0.205715347	-0.713430214
0.205719682	-0.717760492
0.205724017	-0.722090770
0.205728352	-0.726421048
0.205732687	-0.730751326
0.205737022	-0.735081604
0.205741357	-0.739411882
0.205745692	-0.743742160
0.205750027	-0.748072438
0.205754362	-0.752402717
0.205758697	-0.756732995
0.205763033	-0.761063273
0.205767368	-0.765393551
0.205771703	-0.769723829
0.205776038	-0.774054107
0.205780373	-0.778384385
0.205784708	-0.782714663
0.205789043	-0.787044941
0.205793378	-0.791375219
0.205797713	-0.795705498
0.205802048	-0.800035776
0.205806384	-0.804366054
0.205810719	-0.808696332
0.205815054	-0.813026610
0.205819389	-0.817356888
0.205823724	-0.821687166
0.205828059	-0.826017444
0.205832394	-0.830347722
0.205836729	-0.834678000
0.205841064	-0.839008278
0.205845399	-0.843338557
0.205849734	-0.847668835
0.205854070	-0.851999113
0.205858405	-0.856329391
0.205862740	-0.860659669
0.205867075	-0.864989947
0.205871410	-0.869320225
0.205875745	-0.873650503
0.205880080	-0.877980781
0.205884415	-0.882311059
0.205888750	-0.886641338
0.205893085	-0.890971616
0.205897421	-0.895301894
0.205901756	-0.899632172
0.205906091	-0.903962450
0.205910426	-0.908292728
0.206806345	-0.514232605
0.206810680	-0.518562883
0.206815016	-0.522893161
0.206819351	-0.527223439
0.206823686	-0.531553717
0.206828021	-0.535883995
0.206832356	-0.540214273
0.206836691	-0.544544551
0.206841026	-0.548874829
0.206845361	-0.553205107
0.206849696	-0.557535385
0.206854031	-0.561865664
0.206858367	-0.566195942
0.206862702	-0.570526220
0.206867037	-0.574856498
0.206871372	-0.579186776
0.206875707	-0.583517054
0.206880042	-0.587847332
0.206884377	-0.592177610
0.206888712	-0.596507888
0.206893047	-0.600838166
0.206897382	-0.605168445
0.206901717	-0.609498723
0.206906053	-0.613829001
0.206910388	-0.618159279
0.206914723	-0.622489557
0.206919058	-0.626819835
0.206923393	-0.631150113
0.206927728	-0.635480391
0.206932063	-0.639810669
0.206936398	-0.644140947
0.206940733	-0.648471226
0.206945068	-0.652801504
0.206949404	-0.657131782
0.206953739	-0.661462060
0.206958074	-0.665792338
0.206962409	-0.670122616
0.206966744	-0.674452894
0.206971079	-0.678783172
0.206975414	-0.683113450
0.206979749	-0.687443728
0.206984084	-0.691774006
0.206988419	-0.696104285
0.206992754	-0.700434563
0.206997090	-0.704764841
0.207001425	-0.709095119
0.207005760	-0.713425397
0.207010095	-0.717755675
0.207014430	-0.722085953
0.207018765	-0.726416231
0.207023100	-0.730746509
0.207027435	-0.735076787
0.207031770	-0.739407066
0.207036105	-0.743737344
0.207040441	-0.748067622
0.207044776	-0.752397900
0.207049111	-0.756728178
0.207053446	-0.761058456
0.207057781	-0.765388734
0.207062116	-0.769719012
0.207066451	-0.774049290
0.207070786	-0.778379568
0.207075121	-0.782709846
0.207079456	-0.787040125
0.207083791	-0.791370403
0.207088127	-0.795700681
0.207092462	-0.800030959
0.207096797	-0.804361237
0.207101132	-0.808691515
0.207105467	-0.813021793
0.207109802	-0.817352071
0.207114137	-0.821682349
0.207118472	-0.826012627
0.207122807	-0.830342906
0.207127142	-0.834673184
0.207131478	-0.839003462
0.207135813	-0.843333740
0.207140148	-0.847664018
0.207144483	-0.851994296
0.207148818	-0.856324574
0.207153153	-0.860654852
0.207157488	-0.864985130
0.207161823	-0.869315408
0.207166158	-0.873645686
0.207170493	-0.877975965
0.207174828	-0.882306243
0.207179164	-0.886636521
0.207183499	-0.890966799
0.207187834	-0.895297077
0.207192169	-0.899627355
0.207196504	-0.903957633
0.207200839	-0.908287911
0.207205174	-0.912618189
0.208101094	-0.518558066
0.208105429	-0.522888344
0.208109764	-0.527218622
0.208114099	-0.531548900
0.208118434	-0.535879178
0.208122769	-0.540209456
0.208127104	-0.544539734
0.208131439	-0.548870013
0.208135774	-0.553200291
0.208140110	-0.557530569
0.208144445	-0.561860847
0.208148780	-0.566191125
0.208153115	-0.570521403
0.208157450	-0.574851681
0.208161785	-0.579181959
0.208166120	-0.583512237
0.208170455	-0.587842515
0.208174790	-0.592172793
0.208179125	-0.596503072
0.208183461	-0.600833350
0.208187796	-0.605163628
0.208192131	-0.609493906
0.208196466	-0.613824184
0.208200801	-0.618154462
0.208205136	-0.622484740
0.208209471	-0.626815018
0.208213806	-0.631145296
0.208218141	-0.635475574
0.208222476	-0.639805853
0.208226811	-0.644136131
0.208231147	-0.648466409
0.208235482	-0.652796687
0.208239817	-0.657126965
0.208244152	-0.661457243
0.208248487	-0.665787521
0.208252822	-0.670117799
0.208257157	-0.674448077
0.208261492	-0.678778355
0.208265827	-0.683108633
0.208270162	-0.687438912
0.208274498	-0.691769190
0.208278833	-0.696099468
0.208283168	-0.700429746
0.208287503	-0.704760024
0.208291838	-0.709090302
0.208296173	-0.713420580
0.208300508	-0.717750858
0.208304843	-0.722081136
0.208309178	-0.726411414
0.208313513	-0.730741693
0.208317848	-0.735071971
0.208322184	-0.739402249
0.208326519	-0.743732527
0.208330854	-0.748062805
0.208335189	-0.752393083
0.208339524	-0.756723361
0.208343859	-0.761053639
0.208348194	-0.765383917
0.208352529	-0.769714195
0.208356864	-0.774044474
0.208361199	-0.778374752
0.208365535	-0.782705030
0.208369870	-0.787035308
0.208374205	-0.791365586
0.208378540	-0.795695864
0.208382875	-0.800026142
0.208387210	-0.804356420
0.208391545	-0.808686698
0.208395880	-0.813016976
0.208400215	-0.817347254
0.208404550	-0.821677533
0.208408885	-0.826007811
0.208413221	-0.830338089
0.208417556	-0.834668367
0.208421891	-0.838998645
0.208426226	-0.843328923
0.208430561	-0.847659201
0.208434896	-0.851989479
0.208439231	-0.856319757
0.208443566	-0.860650035
0.208447901	-0.864980314
0.208452236	-0.869310592
0.208456572	-0.873640870
0.208460907	-0.877971148
0.208465242	-0.882301426
0.208469577	-0.886631704
0.208473912	-0.890961982
0.208478247	-0.895292260
0.208482582	-0.899622538
0.208486917	-0.903952816
0.208491252	-0.908283094
0.208495587	-0.912613373
0.208499922	-0.916943651
0.209391507	-0.518553249
0.209395842	-0.522883527
0.209400177	-0.527213805
0.209404512	-0.531544083
0.209408847	-0.535874361
0.209413182	-0.540204640
0.209417518	-0.544534918
0.209421853	-0.548865196
0.209426188	-0.553195474
0.209430523	-0.557525752
0.209434858	-0.561856030
0.209439193	-0.566186308
0.209443528	-0.570516586
0.209447863	-0.574846864
0.209452198	-0.579177142
0.209456533	-0.583507421
0.209460868	-0.587837699
0.209465204	-0.592167977
0.209469539	-0.596498255
0.209473874	-0.600828533
0.209478209	-0.605158811
0.209482544	-0.609489089
0.209486879	-0.613819367
0.209491214	-0.618149645
0.209495549	-0.622479923
0.209499884	-0.626810201
0.209504219	-0.631140480
0.209508555	-0.635470758
0.209512890	-0.639801036
0.209517225	-0.644131314
0.209521560	-0.648461592
0.209525895	-0.652791870
0.209530230	-0.657122148
0.209534565	-0.661452426
0.209538900	-0.665782704
0.209543235	-0.670112982
0.209547570	-0.674443261
0.209551905	-0.678773539
0.209556241	-0.683103817
0.209560576	-0.687434095
0.209564911	-0.691764373
0.209569246	-0.696094651
0.209573581	-0.700424929
0.209577916	-0.704755207
0.209582251	-0.709085485
0.209586586	-0.713415763
0.209590921	-0.717746041
0.209595256	-0.722076320
0.209599592	-0.726406598
0.209603927	-0.730736876
0.209608262	-0.735067154
0.209612597	-0.739397432
0.209616932	-0.743727710
0.209621267	-0.748057988
0.209625602	-0.752388266
0.209629937	-0.756718544
0.209634272	-0.761048822
0.209638607	-0.765379101
0.209642942	-0.769709379
0.209647278	-0.774039657
0.209651613	-0.778369935
0.209655948	-0.782700213
0.209660283	-0.787030491
0.209664618	-0.791360769
0.209668953	-0.795691047
0.209673288	-0.800021325
0.209677623	-0.804351603
0.209681958	-0.808681882
0.209686293	-0.813012160
0.209690629	-0.817342438
0.209694964	-0.821672716
0.209699299	-0.826002994
0.209703634	-0.830333272
0.209707969	-0.834663550
0.209712304	-0.838993828
0.209716639	-0.843324106
0.209720974	-0.847654384
0.209725309	-0.851984662
0.209729644	-0.856314941
0.209733979	-0.860645219
0.209738315	-0.864975497
0.209742650	-0.869305775
0.209746985	-0.873636053
0.209751320	-0.877966331
0.209755655	-0.882296609
0.209759990	-0.886626887
0.209764325	-0.890957165
0.209768660	-0.895287443
0.209772995	-0.899617722
0.209777330	-0.903948000
0.209781666	-0.908278278
0.209786001	-0.912608556
0.209790336	-0.916938834
0.209794671	-0.921269112
0.210686255	-0.522878710
0.210690590	-0.527208989
0.210694925	-0.531539267
0.210699261	-0.535869545
0.210703596	-0.540199823
0.210707931	-0.544530101
0.210712266	-0.548860379
0.210716601	-0.553190657
0.210720936	-0.557520935
0.210725271	-0.561851213
0.210729606	-0.566181491
0.210733941	-0.570511769
0.210738276	-0.574842048
0.210742612	-0.579172326
0.210746947	-0.583502604
0.210751282	-0.587832882
0.210755617	-0.592163160
0.210759952	-0.596493438
0.210764287	-0.600823716
0.210768622	-0.605153994
0.210772957	-0.609484272
0.210777292	-0.613814550
0.210781627	-0.618144829
0.210785962	-0.622475107
0.210790298	-0.626805385
0.210794633	-0.631135663
0.210798968	-0.635465941
0.210803303	-0.639796219
0.210807638	-0.644126497
0.210811973	-0.648456775
0.210816308	-0.652787053
0.210820643	-0.657117331
0.210824978	-0.661447609
0.210829313	-0.665777888
0.210833649	-0.670108166
0.210837984	-0.674438444
0.210842319	-0.678768722
0.210846654	-0.683099000
0.210850989	-0.687429278
0.210855324	-0.691759556
0.210859659	-0.696089834
0.210863994	-0.700420112
0.210868329	-0.704750390
0.210872664	-0.709080669
0.210876999	-0.713410947
0.210881335	-0.717741225
0.210885670	-0.722071503
0.210890005	-0.726401781
0.210894340	-0.730732059
0.210898675	-0.735062337
0.210903010	-0.739392615
0.210907345	-0.743722893
0.210911680	-0.748053171
0.210916015	-0.752383449
0.210920350	-0.756713728
0.210924686	-0.761044006
0.210929021	-0.765374284
0.210933356	-0.769704562
0.210937691	-0.774034840
0.210942026	-0.778365118
0.210946361	-0.782695396
0.210950696	-0.787025674
0.210955031	-0.791355952
0.210959366	-0.795686230
0.210963701	-0.800016509
0.210968036	-0.804346787
0.210972372	-0.808677065
0.210976707	-0.813007343
0.210981042	-0.817337621
0.210985377	-0.821667899
0.210989712	-0.825998177
0.210994047	-0.830328455
0.210998382	-0.834658733
0.211002717	-0.838989011
0.211007052	-0.843319289
0.211011387	-0.847649568
0.211015723	-0.851979846
0.211020058	-0.856310124
0.211024393	-0.860640402
0.211028728	-0.864970680
0.211033063	-0.869300958
0.211037398	-0.873631236
0.211041733	-0.877961514
0.211046068	-0.882291792
0.211050403	-0.886622070
0.211054738	-0.890952349
0.211059073	-0.895282627
0.211063409	-0.899612905
0.211067744	-0.903943183
0.211072079	-0.908273461
0.211076414	-0.912603739
0.211080749	-0.916934017
0.211085084	-0.921264295
0.211089419	-0.925594573
0.211976669	-0.522873894
0.211981004	-0.527204172
0.211985339	-0.531534450
0.211989674	-0.535864728
0.211994009	-0.540195006
0.211998344	-0.544525284
0.212002679	-0.548855562
0.212007014	-0.553185840
0.212011349	-0.557516118
0.212015684	-0.561846397
0.212020019	-0.566176675
0.212024355	-0.570506953
0.212028690	-0.574837231
0.212033025	-0.579167509
0.212037360	-0.583497787
0.212041695	-0.587828065
0.212046030	-0.592158343
0.212050365	-0.596488621
0.212054700	-0.600818899
0.212059035	-0.605149177
0.212063370	-0.609479456
0.212067706	-0.613809734
0.212072041	-0.618140012
0.212076376	-0.622470290
0.212080711	-0.626800568
0.212085046	-0.631130846
0.212089381	-0.635461124
0.212093716	-0.639791402
0.212098051	-0.644121680
0.212102386	-0.648451958
0.212106721	-0.652782237
0.212111056	-0.657112515
0.212115392	-0.661442793
0.212119727	-0.665773071
0.212124062	-0.670103349
0.212128397	-0.674433627
0.212132732	-0.678763905
0.212137067	-0.683094183
0.212141402	-0.687424461
0.212145737	-0.691754739
0.212150072	-0.696085017
0.212154407	-0.700415296
0.212158743	-0.704745574
0.212163078	-0.709075852
0.212167413	-0.713406130
0.212171748	-0.717736408
0.212176083	-0.722066686
0.212180418	-0.726396964
0.212184753	-0.730727242
0.212189088	-0.735057520
0.212193423	-0.739387798
0.212197758	-0.743718077
0.212202093	-0.748048355
0.212206429	-0.752378633
0.212210764	-0.756708911
0.212215099	-0.761039189
0.212219434	-0.765369467
0.212223769	-0.769699745
0.212228104	-0.774030023
0.212232439	-0.778360301
0.212236774	-0.782690579
0.212241109	-0.787020857
0.212245444	-0.791351136
0.212249780	-0.795681414
0.212254115	-0.800011692
0.212258450	-0.804341970
0.212262785	-0.808672248
0.212267120	-0.813002526
0.212271455	-0.817332804
0.212275790	-0.821663082
0.212280125	-0.825993360
0.212284460	-0.830323638
0.212288795	-0.834653917
0.212293130	-0.838984195
0.212297466	-0.843314473
0.212301801	-0.847644751
0.212306136	-0.851975029
0.212310471	-0.856305307
0.212314806	-0.860635585
0.212319141	-0.864965863
0.212323476	-0.869296141
0.212327811	-0.873626419
0.212332146	-0.877956697
0.212336481	-0.882286976
0.212340817	-0.886617254
0.212345152	-0.890947532
0.212349487	-0.895277810
0.212353822	-0.899608088
0.212358157	-0.903938366
0.212362492	-0.908268644
0.212366827	-0.912598922
0.212371162	-0.916929200
0.212375497	-0.921259478
0.212379832	-0.925589757
0.212384167	-0.929920035
0.213271417	-0.527199355
0.213275752	-0.531529633
0.213280087	-0.535859911
0.213284422	-0.540190189
0.213288757	-0.544520467
0.213293092	-0.548850745
0.213297427	-0.553181024
0.213301763	-0.557511302
0.213306098	-0.561841580
0.213310433	-0.566171858
0.213314768	-0.570502136
0.213319103	-0.574832414
0.213323438	-0.579162692
0.213327773	-0.583492970
0.213332108	-0.587823248
0.213336443	-0.592153526
0.213340778	-0.596483804
0.213345113	-0.600814083
0.213349449	-0.605144361
0.213353784	-0.609474639
0.213358119	-0.613804917
0.213362454	-0.618135195
0.213366789	-0.622465473
0.213371124	-0.626795751
0.213375459	-0.631126029
0.213379794	-0.635456307
0.213384129	-0.639786585
0.213388464	-0.644116864
0.213392800	-0.648447142
0.213397135	-0.652777420
0.213401470	-0.657107698
0.213405805	-0.661437976
0.213410140	-0.665768254
0.213414475	-0.670098532
0.213418810	-0.674428810
0.213423145	-0.678759088
0.213427480	-0.683089366
0.213431815	-0.687419645
0.213436150	-0.691749923
0.213440486	-0.696080201
0.213444821	-0.700410479
0.213449156	-0.704740757
0.213453491	-0.709071035
0.213457826	-0.713401313
0.213462161	-0.717731591
0.213466496	-0.722061869
0.213470831	-0.726392147
0.213475166	-0.730722425
0.213479501	-0.735052704
0.213483837	-0.739382982
0.213488172	-0.743713260
0.213492507	-0.748043538
0.213496842	-0.752373816
0.213501177	-0.756704094
0.213505512	-0.761034372
0.213509847	-0.765364650
0.213514182	-0.769694928
0.213518517	-0.774025206
0.213522852	-0.778355485
0.213527187	-0.782685763
0.213531523	-0.787016041
0.213535858	-0.791346319
0.213540193	-0.795676597
0.213544528	-0.800006875
0.213548863	-0.804337153
0.213553198	-0.808667431
0.213557533	-0.812997709
0.213561868	-0.817327987
0.213566203	-0.821658265
0.213570538	-0.825988544
0.213574874	-0.830318822
0.213579209	-0.834649100
0.213583544	-0.838979378
0.213587879	-0.843309656
0.213592214	-0.847639934
0.213596549	-0.851970212
0.213600884	-0.856300490
0.213605219	-0.860630768
0.213609554	-0.864961046
0.213613889	-0.869291325
0.213618224	-0.873621603
0.213622560	-0.877951881
0.213626895	-0.882282159
0.213631230	-0.886612437
0.213635565	-0.890942715
0.213639900	-0.895272993
0.213644235	-0.899603271
0.213648570	-0.903933549
0.213652905	-0.908263827
0.213657240	-0.912594105
0.213661575	-0.916924384
0.213665911	-0.921254662
0.213670246	-0.925584940
0.213674581	-0.929915218
0.213678916	-0.934245496
0.214561830	-0.527194538
0.214566165	-0.531524816
0.214570500	-0.535855094
0.214574835	-0.540185372
0.214579170	-0.544515651
0.214583506	-0.548845929
0.214587841	-0.553176207
0.214592176	-0.557506485
0.214596511	-0.561836763
0.214600846	-0.566167041
0.214605181	-0.570497319
0.214609516	-0.574827597
0.214613851	-0.579157875
0.214618186	-0.583488153
0.214622521	-0.587818432
0.214626857	-0.592148710
0.214631192	-0.596478988
0.214635527	-0.600809266
0.214639862	-0.605139544
0.214644197	-0.609469822
0.214648532	-0.613800100
0.214652867	-0.618130378
0.214657202	-0.622460656
0.214661537	-0.626790934
0.214665872	-0.631121212
0.214670207	-0.635451491
0.214674543	-0.639781769
0.214678878	-0.644112047
0.214683213	-0.648442325
0.214687548	-0.652772603
0.214691883	-0.657102881
0.214696218	-0.661433159
0.214700553	-0.665763437
0.214704888	-0.670093715
0.214709223	-0.674423993
0.214713558	-0.678754272
0.214717894	-0.683084550
0.214722229	-0.687414828
0.214726564	-0.691745106
0.214730899	-0.696075384
0.214735234	-0.700405662
0.214739569	-0.704735940
0.214743904	-0.709066218
0.214748239	-0.713396496
0.214752574	-0.717726774
0.214756909	-0.722057053
0.214761244	-0.726387331
0.214765580	-0.730717609
0.214769915	-0.735047887
0.214774250	-0.739378165
0.214778585	-0.743708443
0.214782920	-0.748038721
0.214787255	-0.752368999
0.214791590	-0.756699277
0.214795925	-0.761029555
0.214800260	-0.765359833
0.214804595	-0.769690112
0.214808931	-0.774020390
0.214813266	-0.778350668
0.214817601	-0.782680946
0.214821936	-0.787011224
0.214826271	-0.791341502
0.214830606	-0.795671780
0.214834941	-0.800002058
0.214839276	-0.804332336
0.214843611	-0.808662614
0.214847946	-0.812992893
0.214852281	-0.817323171
0.214856617	-0.821653449
0.214860952	-0.825983727
0.214865287	-0.830314005
0.214869622	-0.834644283
0.214873957	-0.838974561
0.214878292	-0.843304839
0.214882627	-0.847635117
0.214886962	-0.851965395
0.214891297	-0.856295673
0.214895632	-0.860625952
0.214899968	-0.864956230
0.214904303	-0.869286508
0.214908638	-0.873616786
0.214912973	-0.877947064
0.214917308	-0.882277342
0.214921643	-0.886607620
0.214925978	-0.890937898
0.214930313	-0.895268176
0.214934648	-0.899598454
0.214938983	-0.903928733
0.214943318	-0.908259011
0.214947654	-0.912589289
0.214951989	-0.916919567
0.214956324	-0.921249845
0.214960659	-0.925580123
0.214964994	-0.929910401
0.214969329	-0.934240679
0.214973664	-0.938570957
0.215856578	-0.531520000
0.215860914	-0.535850278
0.215865249	-0.540180556
0.215869584	-0.544510834
0.215873919	-0.548841112
0.215878254	-0.553171390
0.215882589	-0.557501668
0.215886924	-0.561831946
0.215891259	-0.566162224
0.215895594	-0.570492502
0.215899929	-0.574822780
0.215904264	-0.579153059
0.215908600	-0.583483337
0.215912935	-0.587813615
0.215917270	-0.592143893
0.215921605	-0.596474171
0.215925940	-0.600804449
0.215930275	-0.605134727
0.215934610	-0.609465005
0.215938945	-0.613795283
0.215943280	-0.618125561
0.215947615	-0.622455840
0.215951951	-0.626786118
0.215956286	-0.631116396
0.215960621	-0.635446674
0.215964956	-0.639776952
0.215969291	-0.644107230
0.215973626	-0.648437508
0.215977961	-0.652767786
0.215982296	-0.657098064
0.215986631	-0.661428342
0.215990966	-0.665758620
0.215995301	-0.670088899
0.215999637	-0.674419177
0.216003972	-0.678749455
0.216008307	-0.683079733
0.216012642	-0.687410011
0.216016977	-0.691740289
0.216021312	-0.696070567
0.216025647	-0.700400845
0.216029982	-0.704731123
0.216034317	-0.709061401
0.216038652	-0.713391680
0.216042988	-0.717721958
0.216047323	-0.722052236
0.216051658	-0.726382514
0.216055993	-0.730712792
0.216060328	-0.735043070
0.216064663	-0.739373348
0.216068998	-0.743703626
0.216073333	-0.748033904
0.216077668	-0.752364182
0.216082003	-0.756694460
0.216086338	-0.761024739
0.216090674	-0.765355017
0.216095009	-0.769685295
0.216099344	-0.774015573
0.216103679	-0.778345851
0.216108014	-0.782676129
0.216112349	-0.787006407
0.216116684	-0.791336685
0.216121019	-0.795666963
0.216125354	-0.799997241
0.216129689	-0.804327520
0.216134025	-0.808657798
0.216138360	-0.812988076
0.216142695	-0.817318354
0.216147030	-0.821648632
0.216151365	-0.825978910
0.216155700	-0.830309188
0.216160035	-0.834639466
0.216164370	-0.838969744
0.216168705	-0.843300022
0.216173040	-0.847630301
0.216177375	-0.851960579
0.216181711	-0.856290857
0.216186046	-0.860621135
0.216190381	-0.864951413
0.216194716	-0.869281691
0.216199051	-0.873611969
0.216203386	-0.877942247
0.216207721	-0.882272525
0.216212056	-0.886602803
0.216216391	-0.890933081
0.216220726	-0.895263360
0.216225062	-0.899593638
0.216229397	-0.903923916
0.216233732	-0.908254194
0.216238067	-0.912584472
0.216242402	-0.916914750
0.216246737	-0.921245028
0.216251072	-0.925575306
0.216255407	-0.929905584
0.216259742	-0.934235862
0.216264077	-0.938566141
0.216268412	-0.942896419
0.217146992	-0.531515183
0.217151327	-0.535845461
0.217155662	-0.540175739
0.217159997	-0.544506017
0.217164332	-0.548836295
0.217168667	-0.553166573
0.217173002	-0.557496851
0.217177337	-0.561827129
0.217181672	-0.566157408
0.217186008	-0.570487686
0.217190343	-0.574817964
0.217194678	-0.579148242
0.217199013	-0.583478520
0.217203348	-0.587808798
0.217207683	-0.592139076
0.217212018	-0.596469354
0.217216353	-0.600799632
0.217220688	-0.605129910
0.217225023	-0.609460188
0.217229358	-0.613790467
0.217233694	-0.618120745
0.217238029	-0.622451023
0.217242364	-0.626781301
0.217246699	-0.631111579
0.217251034	-0.635441857
0.217255369	-0.639772135
0.217259704	-0.644102413
0.217264039	-0.648432691
0.217268374	-0.652762969
0.217272709	-0.657093248
0.217277045	-0.661423526
0.217281380	-0.665753804
0.217285715	-0.670084082
0.217290050	-0.674414360
0.217294385	-0.678744638
0.217298720	-0.683074916
0.217303055	-0.687405194
0.217307390	-0.691735472
0.217311725	-0.696065750
0.217316060	-0.700396028
0.217320395	-0.704726307
0.217324731	-0.709056585
0.217329066	-0.713386863
0.217333401	-0.717717141
0.217337736	-0.722047419
0.217342071	-0.726377697
0.217346406	-0.730707975
0.217350741	-0.735038253
0.217355076	-0.739368531
0.217359411	-0.743698809
0.217363746	-0.748029088
0.217368082	-0.752359366
0.217372417	-0.756689644
0.217376752	-0.761019922
0.217381087	-0.765350200
0.217385422	-0.769680478
0.217389757	-0.774010756
0.217394092	-0.778341034
0.217398427	-0.782671312
0.217402762	-0.787001590
0.217407097	-0.791331868
0.217411432	-0.795662147
0.217415768	-0.799992425
0.217420103	-0.804322703
0.217424438	-0.808652981
0.217428773	-0.812983259
0.217433108	-0.817313537
0.217437443	-0.821643815
0.217441778	-0.825974093
0.217446113	-0.830304371
0.217450448	-0.834634649
0.217454783	-0.838964928
0.217459119	-0.843295206
0.217463454	-0.847625484
0.217467789	-0.851955762
0.217472124	-0.856286040
0.217476459	-0.860616318
0.217480794	-0.864946596
0.217485129	-0.869276874
0.217489464	-0.873607152
0.217493799	-0.877937430
0.217498134	-0.882267708
0.217502469	-0.886597987
0.217506805	-0.890928265
0.217511140	-0.895258543
0.217515475	-0.899588821
0.217519810	-0.903919099
0.217524145	-0.908249377
0.217528480	-0.912579655
0.217532815	-0.916909933
0.217537150	-0.921240211
0.217541485	-0.925570489
0.217545820	-0.929900768
0.217550156	-0.934231046
0.217554491	-0.938561324
0.217558826	-0.942891602
0.217563161	-0.947221880
0.218441740	-0.535840644
0.218446075	-0.540170922
0.218450410	-0.544501200
0.218454745	-0.548831478
0.218459080	-0.553161756
0.218463415	-0.557492035
0.218467751	-0.561822313
0.218472086	-0.566152591
0.218476421	-0.570482869
0.218480756	-0.574813147
0.218485091	-0.579143425
0.218489426	-0.583473703
0.218493761	-0.587803981
0.218498096	-0.592134259
